Flap,V0,Q0,ALFA,CL,CD,CM25,CYAW,CROLL,CY
0.0,0.732142857142847,0.8006295907660004,0.6297976273551987,0.4977780747769722,0.09463313456053929,0.9176890475128262,0.19572953736654808,0.5701093560145807,0.6887973923486017
0.0,0.8571428571428612,0.8857992305001758,0.6674808094905791,0.5336630024391059,0.12289344049779619,0.94423377202766,0.19572953736654808,0.5742405832320776,0.694287184765826
0.0,0.7142857142857224,0.7854144805876189,0.704815073272854,0.5690801563700759,0.14907959554057557,0.9627481597144768,0.21708185053380788,0.5663426488456864,0.6999485331960884
0.0,0.6964285714285694,0.7712486883525713,0.7424982554082342,0.6031274015169235,0.1807103966813586,0.9745706000446129,0.22064056939501783,0.565613608748481,0.744381540572997
0.0,0.75,0.8041273172437968,0.7798325191905092,0.6352033145110095,0.2149338864402385,0.994423377202766,0.20106761565836304,0.5710814094775212,0.7469548807685709
0.0,0.7857142857142776,0.8333333333333357,0.8161200279134682,0.6630358515152528,0.2533056779880737,0.9984385456167744,0.21708185053380788,0.5676792223572296,0.7435237605078058
0.0,0.8392857142857082,0.8655124169290005,0.8524075366364269,0.6887634067292593,0.29530723360124445,0.9999999999999999,0.2437722419928826,0.5766707168894287,0.665637330588437
0.0,0.75,0.783315844700951,0.8890439637124912,0.7104814728190051,0.34223489758879955,0.9986616105286638,0.2455516014234876,0.5682867557715673,0.6534568536627208
0.0,0.767857142857153,0.8072752710738058,0.9228890439637123,0.6908683885194962,0.43790510759657764,0.9877314298460851,0.25978647686832745,0.6072904009720533,0.7124721221478812
0.0,0.8214285714285836,0.8474991255683832,0.9574319609211441,0.6993885529085503,0.4967591392273788,0.9955387017622127,0.24733096085409256,0.6027946537059536,0.7001200892091267
0.0,0.6964285714285694,0.7453655124169316,0.9926727145847869,0.7054696114136791,0.5558724397199897,0.9975462859692169,0.26690391459074736,0.5913730255164033,0.628238119746097
0.25,0.8928571428571388,0.8100734522560344,0.0010467550593160624,0.006983193558087464,0.32693803474202743,0.4697747044389917,0.202846975088968,0.5817739975698663,0.6767884714359238
0.25,0.8928571428571388,0.7766701643931455,0.035589672016748064,0.009622773898225787,0.28078817733990147,0.45460629043051526,0.23843416370106768,0.5861482381530982,0.6524275175844912
0.25,0.8035714285714306,0.7002448408534505,0.07083042568039072,0.016739617093788628,0.21934145709100336,0.4416685255409324,0.24199288256227763,0.5893074119076548,0.6548293017670268
0.25,0.8749999999999858,0.7509618747813889,0.10816468946266572,0.04587523806341674,0.14337568058076225,0.4021860361365157,0.25088967971530257,0.5906439854191979,0.6213758792245667
0.25,0.8928571428571388,0.7548093739069657,0.14654570830425676,0.09128270239566975,0.077780658542909,0.3801026098594691,0.27046263345195737,0.5869987849331711,0.6248069994853319
0.25,0.8214285714285836,0.6948233648128763,0.18422889043963708,0.13331551338166997,0.03266787658802178,0.41133169752397947,0.16903914590747335,0.5770352369380315,0.6138274146508834
0.25,0.75,0.6439314445610336,0.22191207257501738,0.17327675498680212,0.022297122115633894,0.42426946241356234,0.14056939501779364,0.5808019441069258,0.6363012523588951
0.25,0.7857142857142776,0.663168940188875,0.2599441730635031,0.21297069731698354,0.01814882032667875,0.47222841846977465,0.1743772241992883,0.5863912515188334,0.6263510036026761
0.25,0.7857142857142776,0.6628191675410946,0.29797627355198875,0.25366701192823016,0.017630282603059377,0.5143876868168636,0.12989323843416373,0.5735115431348723,0.6344141362154743
0.25,0.75,0.6274921301154208,0.3356594556873691,0.29292659293661666,0.02074150894477572,0.5607851884898505,0.12811387900355875,0.5764277035236937,0.621547435237605
0.25,0.75,0.6320391745365512,0.3733426378227494,0.3337231447759698,0.02851957479906661,0.5922373410662503,0.17081850533807832,0.5769137302551639,0.6536284096757591
0.25,0.8035714285714306,0.6685904162294563,0.41137473831123506,0.373884860837315,0.039149598133264185,0.6339504795895605,0.15480427046263348,0.572782503037667,0.646937725167267
0.25,0.75,0.6215459951031903,0.4490579204466154,0.41240936883958706,0.05522426756546539,0.649118893598037,0.19039145907473315,0.5719319562575941,0.6284096757591353
0.25,0.8035714285714306,0.6552990556138525,0.4867411025819957,0.45086705202312144,0.07389162561576354,0.6886013830024537,0.20996441281138795,0.5704738760631833,0.669583118888317
0.25,0.75,0.6115774746414857,0.524424284717376,0.48935814761602464,0.0933367902514908,0.7153691724291769,0.19750889679715306,0.5685297691373025,0.6452221650368845
0.25,0.8214285714285836,0.6608954179783169,0.5628053035589671,0.5290186775368372,0.11693025667617321,0.7213919250501896,0.22775800711743777,0.5671931956257593,0.6356150283067421
0.25,0.732142857142847,0.5949632738719899,0.5997906489881366,0.5659059774800361,0.14130152968628465,0.7374525987062235,0.23843416370106768,0.5748481166464154,0.6529421856236061
0.25,0.8214285714285836,0.6596712137110927,0.6378227494766223,0.6047980219853655,0.16930256676173192,0.7434753513272362,0.24911032028469757,0.5777642770352368,0.6615199862755189
0.25,0.8214285714285836,0.6530255334032873,0.6755059316120027,0.6435564168532193,0.20145190562613427,0.7691278161945125,0.26690391459074736,0.57910085054678,0.6731857951621203
0.25,0.8392857142857082,0.6596712137110927,0.7128401953942776,0.6800093554746234,0.23826808400311125,0.7749275039036359,0.2544483985765125,0.5805589307411907,0.6817635958140332
0.25,0.8035714285714306,0.6281916754109815,0.7508722958827633,0.7157272210899128,0.276899144412756,0.7889805933526656,0.26690391459074736,0.5850546780072903,0.657574197975639
0.25,0.8928571428571388,0.6949982511367594,0.7875087229588275,0.7474355975809417,0.31708581799325897,0.801695293330359,0.2935943060498221,0.5840826245443498,0.6632355464059014
0.25,0.7857142857142776,0.6044071353620168,0.8248429867411025,0.7764375689130943,0.35753176043557167,0.8269016283738567,0.2775800711743773,0.5797083839611177,0.6539715217018356
0.25,0.75,0.5766002098635923,0.8611304954640613,0.7984563466871598,0.40005185377236196,0.8367164844969885,0.3202846975088969,0.5778857837181044,0.6503688454280322
0.25,0.8035714285714306,0.6133263378803804,0.8977669225401255,0.8182030806241439,0.4451646357272492,0.8429623020298906,0.2864768683274022,0.5714459295261238,0.6318407960199004
0.25,0.767857142857153,0.5858691850297362,0.9326587578506627,0.8271576063349929,0.49157376199118485,0.8572384563908096,0.29893238434163705,0.5825030376670716,0.6131411905987304
0.25,0.8928571428571388,0.6899265477439656,0.9602233077459872,0.73797988572956,0.608504018667358,0.8701762212803925,0.28469750889679724,0.5927095990279464,0.6174300909246868
0.25,0.732142857142847,0.5549143057013026,0.99546406140963,0.7484713822713757,0.6720248898107337,0.8808833370510818,0.25088967971530257,0.6003645200486025,0.6049065019728941
0.45,1.0,0.8992654774396627,0.0010467550593160624,0.013832737478699578,0.33186414311641166,0.4421146553647111,0.024911032028469754,0.5987849331713243,0.5815748841996912
0.45,0.767857142857153,0.7072402938090221,0.03593859036985342,0.019412609843295806,0.28026963961628204,0.4209234887352219,0.0,0.5996354799513972,0.5983873734774403
0.45,0.9107142857142918,0.8118223154949291,0.0725750174459176,0.0354505663403388,0.21182266009852216,0.37876422038813296,0.08718861209964415,0.6001215066828675,0.552753474009264
0.45,0.8749999999999858,0.7745715285064776,0.11270062805303557,0.11046142537338367,0.11485610578169561,0.28463082757082303,0.14056939501779364,0.6160388821385174,0.5940984731514839
0.45,0.8571428571428612,0.7639034627492123,0.1524773203070481,0.1755487988238832,0.06326160228156599,0.2505018960517511,0.14590747330960857,0.5982989064398541,0.6069651741293531
0.45,0.8749999999999858,0.7773697096887062,0.1901605024424284,0.21621170102576098,0.05211304122374902,0.28440776265893375,0.10676156583629896,0.6055893074119075,0.5637330588437124
0.45,0.8392857142857082,0.7444910807974807,0.22889043963712485,0.2592468842928264,0.04874254602022296,0.3221057327682356,0.16014234875444844,0.6066828675577155,0.5862068965517241
0.45,0.8214285714285836,0.7305001748863305,0.2662247034193998,0.3005112098633433,0.050038890329271446,0.37051081864822666,0.1316725978647687,0.6066828675577155,0.6030193858294732
0.45,0.8035714285714306,0.7128366561734865,0.30425680390788545,0.34261084566808114,0.057039149598133276,0.38880214142315417,0.09964412811387903,0.5987849331713243,0.5899811288385657
0.45,0.8392857142857082,0.7392444910808038,0.34228890439637116,0.3831735106418524,0.06585429089966297,0.44456836939549405,0.11565836298932386,0.5985419198055891,0.6098816263510035
0.45,0.8035714285714306,0.7140608604407177,0.37997208653175146,0.4238698252530991,0.07907700285195748,0.47378987285300017,0.14056939501779364,0.6015795868772781,0.6177732029507633
0.45,0.8035714285714306,0.70391745365513,0.4180041870202372,0.46403154131444424,0.09722582317863626,0.49698862368949365,0.15836298932384346,0.5990279465370594,0.6049065019728941
0.45,0.9107142857142918,0.793983910458202,0.4553384508025121,0.5031240602759866,0.1187451387088411,0.5239794780281062,0.1939501779359431,0.6027946537059536,0.6218905472636815
0.45,0.732142857142847,0.6538999650227382,0.4933705512909978,0.54218316682816,0.14285714285714282,0.5344635288869061,0.21708185053380788,0.602430133657351,0.6181163149768398
0.45,0.767857142857153,0.6783840503672636,0.5310537334263781,0.5807744996491697,0.1680062224526834,0.5547624358688378,0.2153024911032029,0.6007290400972052,0.6114256304683479
0.45,0.75,0.653725078698848,0.5687369155617584,0.619466069698286,0.1944516463572725,0.5728306937318759,0.2455516014234876,0.6138517618469015,0.5807171041344998
0.45,0.7857142857142776,0.6913256383350799,0.6067690160502441,0.6577901032443451,0.22478610318900696,0.6053981708677225,0.2544483985765125,0.6080194410692586,0.6009607136730142
0.45,0.8749999999999858,0.7597061909758622,0.6444521981856244,0.6951785893280765,0.2603059372569354,0.5882221726522419,0.2758007117437723,0.6147023086269744,0.6121118545205009
0.45,0.75,0.6586218957677517,0.6817864619678994,0.7325336630024392,0.29712211563391233,0.6134285076957393,0.27224199288256234,0.6164034021871202,0.6145136387030364
0.45,0.7142857142857224,0.6283665617348717,0.7194696441032797,0.767148919108557,0.3388644023852735,0.6143207673432969,0.2686832740213524,0.6177399756986632,0.5989020415165551
0.45,0.767857142857153,0.6622945085694312,0.7564549895324493,0.8007952153429785,0.37801400051853773,0.6475574392148115,0.26690391459074736,0.6131227217496961,0.6193172070681077
0.45,0.767857142857153,0.6659671213711107,0.7937892533147242,0.8301981355875573,0.4200155561317086,0.6649565023421815,0.2864768683274022,0.6165249088699877,0.6157145307943043
0.45,0.767857142857153,0.6656173487233303,0.8304256803907883,0.8536870593738516,0.46123930515945033,0.677671202319875,0.2864768683274022,0.6215066828675576,0.608852290272774
0.45,0.8035714285714306,0.688177684505078,0.8667131891137472,0.873166494035885,0.5024630541871921,0.6990854338612535,0.30249110320284706,0.6184690157958687,0.6019900497512437
0.45,0.7857142857142776,0.6799580272822681,0.9033496161898114,0.8915099067793779,0.550427793621986,0.711800133838947,0.2953736654804271,0.618104495747266,0.592211357008063
0.45,0.9464285714285694,0.8062259531304719,0.9330076762037682,0.8338735006181297,0.6349494425719471,0.7171536917242918,0.5480427046263346,0.9999999999999998,1.0
0.45,0.75,0.648478488982164,0.9630146545708302,0.7745998863978083,0.7194710915219081,0.7702431407539594,0.32384341637010683,0.6530984204131226,0.5704237433522044
0.45,0.7857142857142776,0.67768450507171,0.9975575715282623,0.7791773864813393,0.7801400051853772,0.7682355565469551,0.3576512455516015,0.6430133657351152,0.5218733916623777
0.75,0.767857142857153,0.6488282616299443,0.005931612002791298,0.07036653413077618,0.2574539797770288,0.24960963640419365,1.0,0.6766707168894288,0.8025390289929661
0.75,0.9285714285714164,0.7665267576075578,0.042568039078855535,0.10618463697417221,0.2071558205859476,0.2054427838501004,0.709964412811388,0.7859052247873631,0.8687596500257333
0.75,0.7857142857142776,0.6514515564882899,0.08269364968597342,0.172675331618163,0.1532278973295307,0.12870845416016063,0.4217081850533809,0.716160388821385,0.829816435066049
0.75,0.8571428571428612,0.6909758656873066,0.12212142358688063,0.23829730361856394,0.13196785066113562,0.13316975239794793,0.1725978647686833,0.5866342648845685,0.7169325784868759
0.75,0.8928571428571388,0.7247289261979688,0.15980460572226093,0.27795783353937653,0.12600466683951259,0.16105286638411775,0.03736654804270462,0.5907654921020655,0.7466117687424944
0.75,0.8035714285714306,0.6561734872333034,0.19783670621074662,0.31885462260683617,0.12678247342494167,0.1931742136961856,0.01245551601423489,0.5895504252733899,0.7260250471779035
0.75,0.8749999999999858,0.7018188177684479,0.23586880669923233,0.36035283504293497,0.1314493129375162,0.22774927503903641,0.060498220640569395,0.5860267314702308,0.7232801509692914
0.75,0.8035714285714306,0.650577124868839,0.2735519888346126,0.4003140766480671,0.1381903033445683,0.2705777381217934,0.055160142348754465,0.5851761846901579,0.7176188025390289
0.75,0.767857142857153,0.6187478139209475,0.3112351709699929,0.4391058839252899,0.14985740212600465,0.31563685032344413,0.03558718861209964,0.5854191980558929,0.6911991765311374
0.75,0.732142857142847,0.5911157747464131,0.3489183531053733,0.4779311036118815,0.16489499611096706,0.34240463975016733,0.08896797153024913,0.5851761846901579,0.7244810430605592
0.75,0.8928571428571388,0.707065407485139,0.38695045359385893,0.5168565605265796,0.18356235416126523,0.3671648449698862,0.09430604982206409,0.5839611178614822,0.727740607308286
0.75,0.7857142857142776,0.6294158796782128,0.4246336357292393,0.5537438604697785,0.2053409385532797,0.38902520633504345,0.0907473309608541,0.5866342648845685,0.7284268313604391
0.75,0.8392857142857082,0.6624693948933214,0.4623168178646196,0.5908316348691904,0.22945294270158154,0.4191389694401071,0.12633451957295377,0.584325637910085,0.7498713329902212
0.75,0.7857142857142776,0.6190975865687278,0.49965108164689453,0.6265829128938488,0.2553798288825512,0.43006915012268576,0.13879003558718864,0.5929526123936815,0.7385486361296962
0.75,0.8392857142857082,0.6712137110877947,0.5373342637822749,0.6637375121119985,0.28493647912885656,0.45460629043051526,0.1120996441281139,0.5955042527339002,0.7421513124034996
0.75,0.732142857142847,0.5839454354669513,0.5746685275645498,0.7002572755521401,0.31501166709878137,0.4706669640865492,0.15658362989323846,0.5927095990279464,0.7220792588780236
0.75,0.7857142857142776,0.6173487233298331,0.61235170969993,0.7372114003140767,0.34897588799585166,0.4755743921481151,0.14590747330960857,0.5923450789793437,0.7526162291988333
0.75,0.8214285714285836,0.6467296257432693,0.6496859734822051,0.7736643389354807,0.386310604096448,0.4974347535132723,0.16903914590747335,0.5934386391251517,0.7562189054726367
0.75,0.6964285714285694,0.5542147604057348,0.6877180739706907,0.8095158541882456,0.42753435312418975,0.5130492973455275,0.1743772241992883,0.5916160388821384,0.7634242580202435
0.75,0.767857142857153,0.6009094088842275,0.7250523377529656,0.8414915299542252,0.4690173710137413,0.5197412447022083,0.1637010676156584,0.5888213851761845,0.7400926402470406
0.75,0.732142857142847,0.5682056663168922,0.7616887648290298,0.871930234889238,0.5107596577651023,0.5320098148561232,0.17081850533807832,0.5835965978128795,0.7589638016812488
0.75,0.7857142857142776,0.6154249737670483,0.7986741102581995,0.8972234287814496,0.551205600207415,0.5534240463975016,0.17081850533807832,0.5900364520048601,0.762394921942014
0.75,0.8214285714285836,0.6449807625043675,0.8349616189811582,0.9155334291155736,0.5903551983406793,0.5819763551193398,0.17971530249110323,0.5893074119076548,0.7747469548807685
0.75,0.8035714285714306,0.6266176984959841,0.871249127704117,0.9355140499181397,0.6398755509463313,0.5873299130046843,0.18861209964412814,0.6052247873633049,0.7725167267112711
0.75,0.7857142857142776,0.6138509968520509,0.9068387997208651,0.950048447993585,0.6891366346901736,0.5929065358019183,0.17971530249110323,0.6108140947752125,0.7670269342940469
0.75,0.732142857142847,0.575376005596361,0.9309141660851359,0.8013966387116176,0.8096966554316826,0.6549185813071603,0.3505338078291816,0.5927095990279464,0.6340710241893978
0.75,0.8392857142857082,0.6538999650227382,0.9654570830425679,0.8081125329947543,0.8778843660876329,0.6477805041267009,0.33451957295373674,0.5625759416767921,0.6198318751072225
0.75,0.0,0.0,0.9999999999999998,0.8147950148685222,0.9377754731656728,0.6839170198527771,0.35409252669039154,0.6300121506682866,0.5623606107394064
1.0,0.8928571428571388,0.783490731024834,0.013956734124214942,0.18821210197467342,0.2149338864402385,0.0,0.13879003558718864,0.522235722964763,0.6690684508492022
1.0,0.8571428571428612,0.7528856243441737,0.05233775296580595,0.23492265027231113,0.20404459424423124,0.020968101717599885,0.16192170818505341,0.521142162818955,0.6858809401269513
1.0,0.8749999999999858,0.7593564183280819,0.0900209351011863,0.27625380066156574,0.19963702359346644,0.06223511041713148,0.202846975088968,0.5233292831105709,0.664264882484131
1.0,0.8928571428571388,0.7754459601259214,0.12805303558967196,0.31821978682882823,0.20067409904070518,0.0782957840731654,0.17971530249110323,0.5201701093560145,0.6663235546405901
1.0,0.8928571428571388,0.7707240293809008,0.1657362177250523,0.35898292625881256,0.20456313196785061,0.11599375418246705,0.18327402135231322,0.518104495747266,0.6477955052324583
1.0,0.8928571428571388,0.7712486883525713,0.20341939986043261,0.39727354739550275,0.20637801400051856,0.1396386348427392,0.1120996441281139,0.5223572296476305,0.6618630983015954
1.0,0.8392857142857082,0.7235047219307447,0.24180041870202368,0.43807009923485585,0.21545242416385793,0.17109078741913897,0.09608540925266905,0.5239368165249088,0.6941156287527877
1.0,0.7142857142857224,0.629590766002103,0.279483600837404,0.47900030071168437,0.2284158672543428,0.19986616105286636,0.0925266903914591,0.5230862697448359,0.6728426831360439
1.0,0.8571428571428612,0.7301504022385501,0.3168178646196789,0.51655584884226,0.24241638579206634,0.23287976801249166,0.1316725978647687,0.527703523693803,0.6572310859495625
1.0,0.767857142857153,0.6614200769499803,0.35484996510816463,0.5552140064820075,0.262380088151413,0.25117109078741917,0.19039145907473315,0.530741190765492,0.6628924343798249
1.0,0.8035714285714306,0.6815320041972726,0.39253314724354493,0.5937051020749107,0.28519574799066627,0.2795003345973679,0.20106761565836304,0.5291616038882138,0.6565448618974095
1.0,0.75,0.6448058761804845,0.43021632937892523,0.6297236793745198,0.30852994555353896,0.3178674994423377,0.21886120996441286,0.5297691373025515,0.682964487905301
1.0,0.7857142857142776,0.6643931444561062,0.4672016748080948,0.6656754318553911,0.3352346383199377,0.33348204327459297,0.2864768683274022,0.5374240583232076,0.6558586378452564
1.0,0.7857142857142776,0.6741867785939135,0.5048848569434752,0.701326472651943,0.3650505574280529,0.35021191166629495,0.3185053380782919,0.534021871202916,0.6345856922285126
1.0,0.8214285714285836,0.6885274571528512,0.5422191207257501,0.7366768017641753,0.39538501425978734,0.37876422038813296,0.3256227758007118,0.549696233292831,0.6284096757591353
1.0,0.8392857142857082,0.7056663168940247,0.5799023028611303,0.7733636272511611,0.4306455794659061,0.38679455721614986,0.3487544483985766,0.5358444714459294,0.6043918339337793
1.0,0.7142857142857224,0.6105281566981517,0.6175854849965107,0.8101172775568848,0.46798029556650245,0.4124470220834263,0.39679715302491114,0.5462940461725394,0.616229198833419
1.0,0.767857142857153,0.6455054214760452,0.655268667131891,0.8459353804002807,0.5079077002851957,0.40530894490296676,0.43416370106761576,0.5500607533414337,0.6100531823640418
1.0,0.8214285714285836,0.6836306400839476,0.6926029309141659,0.8806174613251363,0.553020482240083,0.41378541155476245,0.4395017793594307,0.5535844471445928,0.6309830159547092
1.0,0.7142857142857224,0.6091290661070374,0.7302861130495462,0.9138628086471317,0.59839253305678,0.43006915012268576,0.4822064056939503,0.5495747266099634,0.6399039286326985
1.0,0.7857142857142776,0.6542497376705185,0.7672714584787158,0.940459086504728,0.6406533575317604,0.4472451483381664,0.4572953736654805,0.5501822600243012,0.5920398009950248
1.0,0.8214285714285836,0.6838055264078378,0.8035589672016746,0.9591700357512781,0.6764324604614985,0.4789203658264555,0.4928825622775802,0.5518833535844471,0.5765997598215816
1.0,0.7857142857142776,0.6540748513466212,0.8401953942777388,0.9803869157004913,0.7223230490018149,0.47646665179567255,0.51067615658363,0.550789793438639,0.5820895522388059
1.0,0.8214285714285836,0.681007345225602,0.8754361479413815,1.0,0.772621208192896,0.4840508587999107,0.4946619217081851,0.5634264884568649,0.5580717104134499
1.0,0.8392857142857082,0.7035676810073497,0.903000697836706,0.9114571151725751,0.8532538242157116,0.5340173990631274,0.7473309608540928,0.0,0.0
1.0,0.8214285714285836,0.6824064358167234,0.9291695743196091,0.8111196498379498,0.901737101374125,0.6053981708677225,0.5266903914590748,0.6007290400972052,0.5916966889689483
1.0,0.8035714285714306,0.6680657572577857,0.9661549197487787,0.8135587557218752,0.9999999999999999,0.6065134954271693,0.22064056939501783,0.6653705953827459,0.6368159203980098
